nu dvA wA eA rpA iA dvB wB eB rpB iB
298 6412.76657 101.530304 0.7 7966.2 64 1345.77255 274.469696 0.7 7966.2 64
298.5 6399.59987 102.33819 0.7 7966.2 64 1356.41063 274.66181 0.7 7966.2 64
299 6386.13596 103.14473 0.7 7966.2 64 1367.13384 274.85527 0.7 7966.2 64
299.5 6372.37736 103.94991 0.7 7966.2 64 1377.94282 275.05009 0.7 7966.2 64
300 6358.32661 104.753712 0.7 7966.2 64 1388.83825 275.246288 0.7 7966.2 64
300.5 6343.98626 105.55612 0.7 7966.2 64 1399.82078 275.44388 0.7 7966.2 64
301 6329.35894 106.357118 0.7 7966.2 64 1410.89109 275.642882 0.7 7966.2 64
301.5 6314.44728 107.156689 0.7 7966.2 64 1422.04986 275.843311 0.7 7966.2 64
302 6299.25394 107.954816 0.7 7966.2 64 1433.29777 276.045184 0.7 7966.2 64
302.5 6283.78164 108.751482 0.7 7966.2 64 1444.63551 276.248518 0.7 7966.2 64
303 6268.03312 109.546671 0.7 7966.2 64 1456.06378 276.453329 0.7 7966.2 64
303.5 6252.01113 110.340364 0.7 7966.2 64 1467.58326 276.659636 0.7 7966.2 64
304 6235.71849 111.132545 0.7 7966.2 64 1479.19466 276.867455 0.7 7966.2 64
304.5 6219.15802 111.923197 0.7 7966.2 64 1490.89869 277.076803 0.7 7966.2 64
305 6202.33259 112.7123 0.7 7966.2 64 1502.69607 277.2877 0.7 7966.2 64
305.5 6185.24509 113.499839 0.7 7966.2 64 1514.58749 277.500161 0.7 7966.2 64
306 6167.89845 114.285794 0.7 7966.2 64 1526.57369 277.714206 0.7 7966.2 64
306.5 6150.29564 115.070148 0.7 7966.2 64 1538.65539 277.929852 0.7 7966.2 64
307 6132.43962 115.852882 0.7 7966.2 64 1550.8333 278.147118 0.7 7966.2 64
307.5 6114.33342 116.633979 0.7 7966.2 64 1563.10818 278.366021 0.7 7966.2 64
308 6095.98009 117.413419 0.7 7966.2 64 1575.48073 278.586581 0.7 7966.2 64
308.5 6077.38269 118.191184 0.7 7966.2 64 1587.95172 278.808816 0.7 7966.2 64
309 6058.54434 118.967255 0.7 7966.2 64 1600.52186 279.032745 0.7 7966.2 64
309.5 6039.46816 119.741614 0.7 7966.2 64 1613.19191 279.258386 0.7 7966.2 64
310 6020.15731 120.514242 0.7 7966.2 64 1625.9626 279.485758 0.7 7966.2 64
310.5 6000.61497 121.285118 0.7 7966.2 64 1638.83469 279.714882 0.7 7966.2 64
311 5980.84436 122.054225 0.7 7966.2 64 1651.80893 279.945775 0.7 7966.2 64
311.5 5960.84873 122.821542 0.7 7966.2 64 1664.88606 280.178458 0.7 7966.2 64
312 5940.63133 123.587051 0.7 7966.2 64 1678.06683 280.412949 0.7 7966.2 64
312.5 5920.19545 124.350731 0.7 7966.2 64 1691.352 280.649269 0.7 7966.2 64
313 5899.54441 125.112562 0.7 7966.2 64 1704.74233 280.887438 0.7 7966.2 64
313.5 5878.68156 125.872525 0.7 7966.2 64 1718.23855 281.127475 0.7 7966.2 64
314 5857.61025 126.630601 0.7 7966.2 64 1731.84144 281.369399 0.7 7966.2 64
314.5 5836.33387 127.386767 0.7 7966.2 64 1745.55174 281.613233 0.7 7966.2 64
315 5814.85584 128.141006 0.7 7966.2 64 1759.37021 281.858994 0.7 7966.2 64
315.5 5793.17958 128.893295 0.7 7966.2 64 1773.2976 282.106705 0.7 7966.2 64
316 5771.30856 129.643616 0.7 7966.2 64 1787.33466 282.356384 0.7 7966.2 64
316.5 5749.24625 130.391946 0.7 7966.2 64 1801.48214 282.608054 0.7 7966.2 64
317 5726.99615 131.138266 0.7 7966.2 64 1815.7408 282.861734 0.7 7966.2 64
317.5 5704.56177 131.882556 0.7 7966.2 64 1830.11137 283.117444 0.7 7966.2 64
318 5681.94665 132.624793 0.7 7966.2 64 1844.5946 283.375207 0.7 7966.2 64
318.5 5659.15434 133.364957 0.7 7966.2 64 1859.19122 283.635043 0.7 7966.2 64
319 5636.18843 134.103028 0.7 7966.2 64 1873.90199 283.896972 0.7 7966.2 64
319.5 5613.0525 134.838984 0.7 7966.2 64 1888.72762 284.161016 0.7 7966.2 64
320 5589.75016 135.572804 0.7 7966.2 64 1903.66885 284.427196 0.7 7966.2 64
320.5 5566.28503 136.304467 0.7 7966.2 64 1918.7264 284.695533 0.7 7966.2 64
321 5542.66076 137.033951 0.7 7966.2 64 1933.90098 284.966049 0.7 7966.2 64
321.5 5518.881 137.761236 0.7 7966.2 64 1949.19332 285.238764 0.7 7966.2 64
322 5494.94942 138.486301 0.7 7966.2 64 1964.6041 285.513699 0.7 7966.2 64
322.5 5470.86969 139.209122 0.7 7966.2 64 1980.13404 285.790878 0.7 7966.2 64
323 5446.64552 139.92968 0.7 7966.2 64 1995.78382 286.07032 0.7 7966.2 64
323.5 5422.28061 140.647953 0.7 7966.2 64 2011.55413 286.352047 0.7 7966.2 64
324 5397.77868 141.363919 0.7 7966.2 64 2027.44563 286.636081 0.7 7966.2 64
324.5 5373.14345 142.077557 0.7 7966.2 64 2043.459 286.922443 0.7 7966.2 64
325 5348.37866 142.788845 0.7 7966.2 64 2059.59488 287.211155 0.7 7966.2 64
325.5 5323.48806 143.497761 0.7 7966.2 64 2075.85392 287.502239 0.7 7966.2 64
326 5298.4754 144.204285 0.7 7966.2 64 2092.23676 287.795715 0.7 7966.2 64
326.5 5273.34443 144.908394 0.7 7966.2 64 2108.74401 288.091606 0.7 7966.2 64
327 5248.09893 145.610068 0.7 7966.2 64 2125.37629 288.389932 0.7 7966.2 64
327.5 5222.74266 146.309284 0.7 7966.2 64 2142.13419 288.690716 0.7 7966.2 64
328 5197.2794 147.006021 0.7 7966.2 64 2159.0183 288.993979 0.7 7966.2 64
328.5 5171.71292 147.700257 0.7 7966.2 64 2176.02917 289.299743 0.7 7966.2 64
329 5146.047 148.391972 0.7 7966.2 64 2193.16737 289.608028 0.7 7966.2 64
329.5 5120.28543 149.081144 0.7 7966.2 64 2210.43343 289.918856 0.7 7966.2 64
330 5094.43198 149.767751 0.7 7966.2 64 2227.82787 290.232249 0.7 7966.2 64
330.5 5068.49043 150.451773 0.7 7966.2 64 2245.35119 290.548227 0.7 7966.2 64
331 5042.46457 151.133188 0.7 7966.2 64 2263.00389 290.866812 0.7 7966.2 64
331.5 5016.35816 151.811974 0.7 7966.2 64 2280.78642 291.188026 0.7 7966.2 64
332 4990.17499 152.488113 0.7 7966.2 64 2298.69923 291.511887 0.7 7966.2 64
332.5 4963.91881 153.161581 0.7 7966.2 64 2316.74276 291.838419 0.7 7966.2 64
333 4937.59339 153.832359 0.7 7966.2 64 2334.9174 292.167641 0.7 7966.2 64
333.5 4911.20248 154.500426 0.7 7966.2 64 2353.22354 292.499574 0.7 7966.2 64
334 4884.74983 155.165761 0.7 7966.2 64 2371.66154 292.834239 0.7 7966.2 64
334.5 4858.23917 155.828344 0.7 7966.2 64 2390.23174 293.171656 0.7 7966.2 64
335 4831.67425 156.488155 0.7 7966.2 64 2408.93445 293.511845 0.7 7966.2 64
335.5 4805.05876 157.145174 0.7 7966.2 64 2427.76996 293.854826 0.7 7966.2 64
336 4778.39641 157.79938 0.7 7966.2 64 2446.73853 294.20062 0.7 7966.2 64
336.5 4751.69091 158.450755 0.7 7966.2 64 2465.84041 294.549245 0.7 7966.2 64
337 4724.94591 159.099278 0.7 7966.2 64 2485.07579 294.900722 0.7 7966.2 64
337.5 4698.1651 159.744931 0.7 7966.2 64 2504.44485 295.255069 0.7 7966.2 64
338 4671.3521 160.387694 0.7 7966.2 64 2523.94776 295.612306 0.7 7966.2 64
338.5 4644.51055 161.027548 0.7 7966.2 64 2543.58462 295.972452 0.7 7966.2 64
339 4617.64405 161.664476 0.7 7966.2 64 2563.35553 296.335524 0.7 7966.2 64
339.5 4590.7562 162.298457 0.7 7966.2 64 2583.26054 296.701543 0.7 7966.2 64
340 4563.85057 162.929474 0.7 7966.2 64 2603.29969 297.070526 0.7 7966.2 64
340.5 4536.93069 163.55751 0.7 7966.2 64 2623.47296 297.44249 0.7 7966.2 64
341 4510.00009 164.182547 0.7 7966.2 64 2643.78032 297.817453 0.7 7966.2 64
341.5 4483.06228 164.804566 0.7 7966.2 64 2664.22167 298.195434 0.7 7966.2 64
342 4456.12072 165.423552 0.7 7966.2 64 2684.79692 298.576448 0.7 7966.2 64
342.5 4429.17886 166.039488 0.7 7966.2 64 2705.50591 298.960512 0.7 7966.2 64
343 4402.24012 166.652357 0.7 7966.2 64 2726.34845 299.347643 0.7 7966.2 64
343.5 4375.3079 167.262142 0.7 7966.2 64 2747.32433 299.737858 0.7 7966.2 64
344 4348.38555 167.868829 0.7 7966.2 64 2768.43327 300.131171 0.7 7966.2 64
344.5 4321.4764 168.472402 0.7 7966.2 64 2789.67497 300.527598 0.7 7966.2 64
345 4294.58376 169.072846 0.7 7966.2 64 2811.04908 300.927154 0.7 7966.2 64
345.5 4267.7109 169.670145 0.7 7966.2 64 2832.55522 301.329855 0.7 7966.2 64
346 4240.86104 170.264287 0.7 7966.2 64 2854.19297 301.735713 0.7 7966.2 64
346.5 4214.03738 170.855256 0.7 7966.2 64 2875.96185 302.144744 0.7 7966.2 64
347 4187.24309 171.44304 0.7 7966.2 64 2897.86134 302.55696 0.7 7966.2 64
347.5 4160.4813 172.027625 0.7 7966.2 64 2919.89089 302.972375 0.7 7966.2 64
348 4133.75509 172.608998 0.7 7966.2 64 2942.0499 303.391002 0.7 7966.2 64
348.5 4107.06751 173.187147 0.7 7966.2 64 2964.33771 303.812853 0.7 7966.2 64
349 4080.42158 173.762061 0.7 7966.2 64 2986.75363 304.237939 0.7 7966.2 64
349.5 4053.82026 174.333728 0.7 7966.2 64 3009.29692 304.666272 0.7 7966.2 64
350 4027.26649 174.902136 0.7 7966.2 64 3031.96678 305.097864 0.7 7966.2 64
350.5 4000.76315 175.467276 0.7 7966.2 64 3054.7624 305.532724 0.7 7966.2 64
351 3974.3131 176.029137 0.7 7966.2 64 3077.68287 305.970863 0.7 7966.2 64
351.5 3947.91912 176.58771 0.7 7966.2 64 3100.72726 306.41229 0.7 7966.2 64
352 3921.58398 177.142985 0.7 7966.2 64 3123.89459 306.857015 0.7 7966.2 64
352.5 3895.31039 177.694954 0.7 7966.2 64 3147.18383 307.305046 0.7 7966.2 64
353 3869.10103 178.243609 0.7 7966.2 64 3170.5939 307.756391 0.7 7966.2 64
353.5 3842.9585 178.788942 0.7 7966.2 64 3194.12365 308.211058 0.7 7966.2 64
354 3816.88538 179.330947 0.7 7966.2 64 3217.77191 308.669053 0.7 7966.2 64
354.5 3790.8842 179.869615 0.7 7966.2 64 3241.53744 309.130385 0.7 7966.2 64
355 3764.95743 180.404942 0.7 7966.2 64 3265.41894 309.595058 0.7 7966.2 64
355.5 3739.10751 180.936921 0.7 7966.2 64 3289.41509 310.063079 0.7 7966.2 64
356 3713.33681 181.465548 0.7 7966.2 64 3313.52448 310.534452 0.7 7966.2 64
356.5 3687.64766 181.990817 0.7 7966.2 64 3337.74568 311.009183 0.7 7966.2 64
357 3662.04235 182.512726 0.7 7966.2 64 3362.07718 311.487274 0.7 7966.2 64
357.5 3636.5231 183.03127 0.7 7966.2 64 3386.51744 311.96873 0.7 7966.2 64
358 3611.09208 183.546446 0.7 7966.2 64 3411.06485 312.453554 0.7 7966.2 64
358.5 3585.75143 184.058253 0.7 7966.2 64 3435.71777 312.941747 0.7 7966.2 64
359 3560.50323 184.566687 0.7 7966.2 64 3460.47448 313.433313 0.7 7966.2 64
359.5 3535.34948 185.071749 0.7 7966.2 64 3485.33322 313.928251 0.7 7966.2 64
