nu dvA wA eA rpA iA dvB wB eB rpB iB
256 6291.124 28.8292857 0.7 7966.2 60.170371 773.093476 260.359694 0.7 7966.2 60.170371
256.5 6308.37228 29.7032214 0.7 7966.2 60.0994309 780.320307 260.482416 0.7 7966.2 60.0994309
257 6325.26054 30.576734 0.7 7966.2 60.0267 787.683968 260.605476 0.7 7966.2 60.0267
257.5 6341.78898 31.4498125 0.7 7966.2 59.9520985 795.189346 260.728882 0.7 7966.2 59.9520985
258 6357.9579 32.3224461 0.7 7966.2 59.8755417 802.841672 260.852641 0.7 7966.2 59.8755417
258.5 6373.76771 33.1946237 0.7 7966.2 59.7969399 810.646546 260.976759 0.7 7966.2 59.7969399
259 6389.21895 34.0663341 0.7 7966.2 59.7161978 818.609969 261.101243 0.7 7966.2 59.7161978
259.5 6404.31229 34.937566 0.7 7966.2 59.6332143 826.73838 261.2261 0.7 7966.2 59.6332143
260 6419.04853 35.8083079 0.7 7966.2 59.5478821 835.03869 261.351336 0.7 7966.2 59.5478821
260.5 6433.42864 36.678548 0.7 7966.2 59.4600867 843.518328 261.476958 0.7 7966.2 59.4600867
261 6447.45372 37.5482746 0.7 7966.2 59.3697064 852.185282 261.602971 0.7 7966.2 59.3697064
261.5 6461.12507 38.4174755 0.7 7966.2 59.2766114 861.048158 261.729381 0.7 7966.2 59.2766114
262 6474.44414 39.2861384 0.7 7966.2 59.1806633 870.116228 261.856195 0.7 7966.2 59.1806633
262.5 6487.41262 40.1542506 0.7 7966.2 59.081714 879.399501 261.983417 0.7 7966.2 59.081714
263 6500.0324 41.0217995 0.7 7966.2 58.9796055 888.908789 262.111053 0.7 7966.2 58.9796055
263.5 6512.30559 41.8887717 0.7 7966.2 58.8741682 898.655784 262.239109 0.7 7966.2 58.8741682
264 6524.23459 42.7551539 0.7 7966.2 58.7652206 908.653152 262.367589 0.7 7966.2 58.7652206
264.5 6535.82207 43.6209322 0.7 7966.2 58.6525677 918.914621 262.496497 0.7 7966.2 58.6525677
265 6547.07101 44.4860923 0.7 7966.2 58.5360003 929.455098 262.625839 0.7 7966.2 58.5360003
265.5 6557.98474 45.3506198 0.7 7966.2 58.4152928 940.290789 262.755617 0.7 7966.2 58.4152928
266 6568.56698 46.2144994 0.7 7966.2 58.2902025 951.439333 262.885836 0.7 7966.2 58.2902025
266.5 6578.82184 47.0777157 0.7 7966.2 58.1604675 962.919964 263.016498 0.7 7966.2 58.1604675
267 6588.75394 47.9402524 0.7 7966.2 58.0258046 974.753675 263.147607 0.7 7966.2 58.0258046
267.5 6598.36841 48.8020928 0.7 7966.2 57.8859075 986.963426 263.279164 0.7 7966.2 57.8859075
268 6607.67096 49.6632195 0.7 7966.2 57.7404441 999.574359 263.411171 0.7 7966.2 57.7404441
268.5 6616.66796 50.5236144 0.7 7966.2 57.589054 1012.61405 263.54363 0.7 7966.2 57.589054
269 6625.36653 51.3832584 0.7 7966.2 57.4313451 1026.11281 263.676539 0.7 7966.2 57.4313451
269.5 6633.77464 52.2421318 0.7 7966.2 57.2668904 1040.10399 263.8099 0.7 7966.2 57.2668904
270 6641.90119 53.1002138 0.7 7966.2 57.0952238 1054.62438 263.94371 0.7 7966.2 57.0952238
270.5 6649.75618 53.9574823 0.7 7966.2 56.9158355 1069.7146 264.077967 0.7 7966.2 56.9158355
271 6657.35084 54.8139142 0.7 7966.2 56.7281672 1085.41965 264.212668 0.7 7966.2 56.7281672
271.5 6664.69781 55.6694849 0.7 7966.2 56.5316058 1101.7894 264.347808 0.7 7966.2 56.5316058
272 6671.81137 56.5241683 0.7 7966.2 56.3254765 1118.87931 264.483381 0.7 7966.2 56.3254765
272.5 6678.70768 57.3779366 0.7 7966.2 56.1090352 1136.75114 264.619379 0.7 7966.2 56.1090352
273 6685.40506 58.2307599 0.7 7966.2 55.8814596 1155.47386 264.755793 0.7 7966.2 55.8814596
273.5 6691.92437 59.0826063 0.7 7966.2 55.6418379 1175.12462 264.892611 0.7 7966.2 55.6418379
274 6698.28942 59.9334411 0.7 7966.2 55.3891574 1195.79001 265.029819 0.7 7966.2 55.3891574
274.5 6704.52749 60.783227 0.7 7966.2 55.1222895 1217.56737 265.1674 0.7 7966.2 55.1222895
275 6710.66991 61.6319232 0.7 7966.2 54.8399733 1240.56651 265.305334 0.7 7966.2 54.8399733
275.5 6716.75284 62.4794851 0.7 7966.2 54.5407953 1264.9116 265.443599 0.7 7966.2 54.5407953
276 6722.81817 63.325864 0.7 7966.2 54.2231664 1290.74346 265.582165 0.7 7966.2 54.2231664
276.5 6728.91463 64.1710059 0.7 7966.2 53.885294 1318.22233 265.721002 0.7 7966.2 53.885294
277 6735.09912 65.014851 0.7 7966.2 53.5251482 1347.53108 265.86007 0.7 7966.2 53.5251482
277.5 6741.43847 65.8573326 0.7 7966.2 53.1404224 1378.87916 265.999324 0.7 7966.2 53.1404224
278 6748.01149 66.698376 0.7 7966.2 52.7284849 1412.50729 266.138712 0.7 7966.2 52.7284849
278.5 6754.91166 67.5378967 0.7 7966.2 52.2863206 1448.69321 266.278171 0.7 7966.2 52.2863206
279 6762.25044 68.3757992 0.7 7966.2 51.8104595 1487.75862 266.417628 0.7 7966.2 51.8104595
279.5 6770.16155 69.2119741 0.7 7966.2 51.2968896 1530.0777 266.556996 0.7 7966.2 51.2968896
280 6778.80636 70.0462958 0.7 7966.2 50.7409489 1576.08763 266.696172 0.7 7966.2 50.7409489
280.5 6788.38096 70.8786189 0.7 7966.2 50.1371913 1626.30158 266.835033 0.7 7966.2 50.1371913
281 6799.12524 71.7087738 0.7 7966.2 49.4792189 1681.3249 266.973433 0.7 7966.2 49.4792189
281.5 6811.33487 72.536561 0.7 7966.2 48.7594707 1741.87549 267.111195 0.7 7966.2 48.7594707
282 6825.37707 73.3617445 0.7 7966.2 47.9689549 1808.80936 267.248108 0.7 7966.2 47.9689549
282.5 6841.71171 74.184042 0.7 7966.2 47.0969057 1883.15323 267.383911 0.7 7966.2 47.0969057
283 6860.91961 75.003113 0.7 7966.2 46.1303426 1966.14608 267.518289 0.7 7966.2 46.1303426
283.5 6883.74095 75.8185431 0.7 7966.2 45.0534982 2059.29249 267.650851 0.7 7966.2 45.0534982
284 6911.12776 76.6298223 0.7 7966.2 43.8470712 2164.43154 267.781112 0.7 7966.2 43.8470712
284.5 6944.31619 77.4363165 0.7 7966.2 42.4872453 2283.82586 267.908461 0.7 7966.2 42.4872453
285 6984.92652 78.2372281 0.7 7966.2 40.944396 2420.27684 268.032126 0.7 7966.2 40.944396
285.5 7035.10182 79.031542 0.7 7966.2 39.1813834 2577.27285 268.151117 0.7 7966.2 39.1813834
286 7097.69987 79.8179497 0.7 7966.2 37.1513065 2759.17741 268.26415 0.7 7966.2 37.1513065
286.5 7176.55544 80.5947432 0.7 7966.2 34.794591 2971.46084 268.369543 0.7 7966.2 34.794591
287 7276.82882 81.3596653 0.7 7966.2 32.0353223 3220.96766 268.465064 0.7 7966.2 32.0353223
287.5 7405.44112 82.1096984 0.7 7966.2 28.7769288 3516.1821 268.547722 0.7 7966.2 28.7769288
288 7571.54516 82.8407711 0.7 7966.2 24.8978525 3867.3826 268.61347 0.7 7966.2 24.8978525
288.5 7786.84553 83.5473669 0.7 7966.2 20.2491444 4286.42609 268.656819 0.7 7966.2 20.2491444
289 8065.28597 84.2220459 0.7 7966.2 14.6586703 4785.62267 268.670356 0.7 7966.2 14.6586703
289.5 8421.12077 84.854977 0.7 7966.2 7.95136919 5374.77236 268.644276 0.7 7966.2 7.95136919
290 nan nan nan nan nan nan nan nan nan nan
290.5 11172.2566 91.5779712 0.7 7966.2 170.81629 9112.91841 274.055749 0.7 7966.2 170.81629
291 10692.1767 91.8019347 0.7 7966.2 160.658142 8525.37641 273.627259 0.7 7966.2 160.658142
291.5 10145.111 92.1148509 0.7 7966.2 150.065247 7837.13389 273.289961 0.7 7966.2 150.065247
292 9579.28246 92.5178904 0.7 7966.2 139.729684 7099.47538 273.045056 0.7 7966.2 139.729684
292.5 9045.85891 93.0036964 0.7 7966.2 130.251291 6372.94656 272.885215 0.7 7966.2 130.251291
293 8579.24026 93.559372 0.7 7966.2 121.964699 5704.53097 272.797569 0.7 7966.2 121.964699
293.5 8191.41325 94.1705579 0.7 7966.2 114.937155 5117.94747 272.767788 0.7 7966.2 114.937155
294 7878.31252 94.8242639 0.7 7966.2 109.067738 4617.58888 272.782912 0.7 7966.2 109.067738
294.5 7628.58952 95.5099751 0.7 7966.2 104.187486 4196.92715 272.832453 0.7 7966.2 104.187486
295 7429.53338 96.2196581 0.7 7966.2 100.120558 3845.19968 272.90841 0.7 7966.2 100.120558
295.5 7269.80152 96.9473352 0.7 7966.2 96.7110212 3551.14267 273.004834 0.7 7966.2 96.7110212
296 7140.21144 97.6885932 0.7 7966.2 93.8301557 3304.60471 273.117341 0.7 7966.2 93.8301557
296.5 7033.66433 98.440166 0.7 7966.2 91.3751763 3097.02469 273.242697 0.7 7966.2 91.3751763
297 6944.78574 99.1996162 0.7 7966.2 89.2651465 2921.40527 273.378495 0.7 7966.2 89.2651465
297.5 6869.53628 99.9651048 0.7 7966.2 87.43656 2772.10587 273.522927 0.7 7966.2 87.43656
298 6804.87906 100.735226 0.7 7966.2 85.8394791 2644.59972 273.674619 0.7 7966.2 85.8394791
298.5 6748.52033 101.508893 0.7 7966.2 84.4344269 2535.25107 273.832514 0.7 7966.2 84.4344269
299 6698.7154 102.285253 0.7 7966.2 83.1899782 2441.12893 273.995792 0.7 7966.2 83.1899782
299.5 6654.12628 103.063629 0.7 7966.2 82.080922 2359.85798 274.163809 0.7 7966.2 82.080922
300 6613.71776 103.843477 0.7 7966.2 81.0868701 2289.50149 274.336053 0.7 7966.2 81.0868701
300.5 6576.68177 104.624355 0.7 7966.2 80.191202 2228.47024 274.512115 0.7 7966.2 80.191202
301 6542.38193 105.405901 0.7 7966.2 79.3802624 2175.45178 274.691666 0.7 7966.2 79.3802624
301.5 6510.31284 106.187814 0.7 7966.2 78.6427477 2129.35546 274.874437 0.7 7966.2 78.6427477
302 6480.06979 106.969841 0.7 7966.2 77.969234 2089.26943 275.060209 0.7 7966.2 77.969234
302.5 6451.32624 107.751768 0.7 7966.2 77.3518108 2054.42701 275.248804 0.7 7966.2 77.3518108
303 6423.81679 108.533414 0.7 7966.2 76.7837954 2024.18001 275.440072 0.7 7966.2 76.7837954
303.5 6397.32423 109.31462 0.7 7966.2 76.259508 1997.97767 275.633892 0.7 7966.2 76.259508
304 6371.66969 110.095251 0.7 7966.2 75.7740936 1975.34971 275.830161 0.7 7966.2 75.7740936
304.5 6346.70498 110.875187 0.7 7966.2 75.3233798 1955.89279 276.028794 0.7 7966.2 75.3233798
305 6322.30666 111.654322 0.7 7966.2 74.9037626 1939.25951 276.229721 0.7 7966.2 74.9037626
305.5 6298.37137 112.432562 0.7 7966.2 74.5121141 1925.14943 276.432885 0.7 7966.2 74.5121141
306 6274.81216 113.209824 0.7 7966.2 74.1457075 1913.30175 276.638237 0.7 7966.2 74.1457075
306.5 6251.55561 113.986031 0.7 7966.2 73.8021552 1903.4893 276.845736 0.7 7966.2 73.8021552
307 6228.53941 114.761115 0.7 7966.2 73.4793586 1895.51351 277.055351 0.7 7966.2 73.4793586
307.5 6205.71058 115.535012 0.7 7966.2 73.1754656 1889.20029 277.267055 0.7 7966.2 73.1754656
308 6183.02385 116.307665 0.7 7966.2 72.8888362 1884.39653 277.480828 0.7 7966.2 72.8888362
308.5 6160.44051 117.07902 0.7 7966.2 72.6180132 1880.96719 277.696652 0.7 7966.2 72.6180132
309 6137.92733 117.849026 0.7 7966.2 72.3616972 1878.79288 277.914515 0.7 7966.2 72.3616972
309.5 6115.45575 118.617637 0.7 7966.2 72.1187266 1877.76771 278.134408 0.7 7966.2 72.1187266
310 6093.00119 119.38481 0.7 7966.2 71.8880592 1877.79762 278.356326 0.7 7966.2 71.8880592
310.5 6070.54246 120.150501 0.7 7966.2 71.6687581 1878.79878 278.580265 0.7 7966.2 71.6687581
311 6048.06129 120.914673 0.7 7966.2 71.4599784 1880.69636 278.806223 0.7 7966.2 71.4599784
311.5 6025.54195 121.677288 0.7 7966.2 71.260956 1883.42342 279.034203 0.7 7966.2 71.260956
312 6002.97086 122.438308 0.7 7966.2 71.0709989 1886.91994 279.264207 0.7 7966.2 71.0709989
312.5 5980.33635 123.1977 0.7 7966.2 70.8894784 1891.13202 279.496239 0.7 7966.2 70.8894784
313 5957.6284 123.955431 0.7 7966.2 70.7158221 1896.01114 279.730306 0.7 7966.2 70.7158221
313.5 5934.83841 124.711467 0.7 7966.2 70.549508 1901.51357 279.966416 0.7 7966.2 70.549508
314 5911.95907 125.465778 0.7 7966.2 70.3900589 1907.59981 280.204577 0.7 7966.2 70.3900589
314.5 5888.98417 126.218332 0.7 7966.2 70.237038 1914.23415 280.444798 0.7 7966.2 70.237038
315 5865.90848 126.969102 0.7 7966.2 70.0900443 1921.38424 280.68709 0.7 7966.2 70.0900443
315.5 5842.72763 127.718056 0.7 7966.2 69.9487091 1929.0207 280.931465 0.7 7966.2 69.9487091
316 5819.43804 128.465167 0.7 7966.2 69.8126934 1937.11688 281.177935 0.7 7966.2 69.8126934
316.5 5796.0368 129.210407 0.7 7966.2 69.6816842 1945.6485 281.426514 0.7 7966.2 69.6816842
317 5772.52162 129.953747 0.7 7966.2 69.5553924 1954.59346 281.677215 0.7 7966.2 69.5553924
317.5 5748.89073 130.695163 0.7 7966.2 69.4335508 1963.93159 281.930052 0.7 7966.2 69.4335508
318 5725.14288 131.434625 0.7 7966.2 69.3159115 1973.64449 282.18504 0.7 7966.2 69.3159115
318.5 5701.27725 132.172109 0.7 7966.2 69.2022449 1983.71531 282.442195 0.7 7966.2 69.2022449
319 5677.29341 132.907588 0.7 7966.2 69.0923374 1994.12864 282.701532 0.7 7966.2 69.0923374
319.5 5653.19127 133.641037 0.7 7966.2 68.9859903 2004.87037 282.963069 0.7 7966.2 68.9859903
320 5628.97109 134.372429 0.7 7966.2 68.8830188 2015.92753 283.226821 0.7 7966.2 68.8830188
320.5 5604.63341 135.10174 0.7 7966.2 68.7832502 2027.28824 283.492806 0.7 7966.2 68.7832502
321 5580.17903 135.828944 0.7 7966.2 68.6865236 2038.94156 283.761041 0.7 7966.2 68.6865236
321.5 5555.60898 136.554017 0.7 7966.2 68.5926883 2050.87743 284.031545 0.7 7966.2 68.5926883
322 5530.92453 137.276935 0.7 7966.2 68.5016033 2063.08661 284.304334 0.7 7966.2 68.5016033
322.5 5506.12713 137.997671 0.7 7966.2 68.4131368 2075.56056 284.579427 0.7 7966.2 68.4131368
323 5481.21842 138.716203 0.7 7966.2 68.3271648 2088.2914 284.856843 0.7 7966.2 68.3271648
323.5 5456.20019 139.432506 0.7 7966.2 68.2435712 2101.27187 285.1366 0.7 7966.2 68.2435712
324 5431.0744 140.146556 0.7 7966.2 68.1622467 2114.49527 285.418717 0.7 7966.2 68.1622467
324.5 5405.84313 140.858328 0.7 7966.2 68.0830886 2127.95539 285.703214 0.7 7966.2 68.0830886
325 5380.50861 141.5678 0.7 7966.2 68.0060001 2141.64648 285.99011 0.7 7966.2 68.0060001
325.5 5355.07316 142.274947 0.7 7966.2 67.9308902 2155.56324 286.279424 0.7 7966.2 67.9308902
326 5329.5392 142.979745 0.7 7966.2 67.8576728 2169.70072 286.571175 0.7 7966.2 67.8576728
326.5 5303.90928 143.682172 0.7 7966.2 67.7862669 2184.05437 286.865383 0.7 7966.2 67.7862669
327 5278.18602 144.382204 0.7 7966.2 67.7165956 2198.61994 287.162069 0.7 7966.2 67.7165956
327.5 5252.37211 145.079818 0.7 7966.2 67.6485866 2213.3935 287.461251 0.7 7966.2 67.6485866
328 5226.47032 145.774991 0.7 7966.2 67.5821713 2228.37136 287.762949 0.7 7966.2 67.5821713
328.5 5200.48351 146.467699 0.7 7966.2 67.5172846 2243.55013 288.067184 0.7 7966.2 67.5172846
329 5174.41457 147.15792 0.7 7966.2 67.4538651 2258.92663 288.373975 0.7 7966.2 67.4538651
329.5 5148.26646 147.845631 0.7 7966.2 67.3918543 2274.49789 288.683343 0.7 7966.2 67.3918543
330 5122.0422 148.53081 0.7 7966.2 67.3311968 2290.26115 288.995307 0.7 7966.2 67.3311968
330.5 5095.74484 149.213433 0.7 7966.2 67.2718399 2306.21382 289.309888 0.7 7966.2 67.2718399
331 5069.37748 149.893479 0.7 7966.2 67.2137338 2322.35349 289.627104 0.7 7966.2 67.2137338
331.5 5042.94326 150.570926 0.7 7966.2 67.1568306 2338.67788 289.946977 0.7 7966.2 67.1568306
332 5016.44536 151.245751 0.7 7966.2 67.1010853 2355.18488 290.269526 0.7 7966.2 67.1010853
332.5 4989.88697 151.917933 0.7 7966.2 67.0464547 2371.87248 290.594771 0.7 7966.2 67.0464547
333 4963.27133 152.58745 0.7 7966.2 66.9928977 2388.7388 290.922732 0.7 7966.2 66.9928977
333.5 4936.60168 153.25428 0.7 7966.2 66.9403751 2405.78208 291.253429 0.7 7966.2 66.9403751
334 4909.88131 153.918402 0.7 7966.2 66.8888495 2423.00062 291.58688 0.7 7966.2 66.8888495
334.5 4883.1135 154.579794 0.7 7966.2 66.8382854 2440.39286 291.923106 0.7 7966.2 66.8382854
335 4856.30156 155.238436 0.7 7966.2 66.7886486 2457.95728 292.262127 0.7 7966.2 66.7886486
335.5 4829.4488 155.894307 0.7 7966.2 66.7399065 2475.69244 292.60396 0.7 7966.2 66.7399065
336 4802.55857 156.547387 0.7 7966.2 66.692028 2493.59699 292.948626 0.7 7966.2 66.692028
336.5 4775.63418 157.197654 0.7 7966.2 66.6449834 2511.66962 293.296144 0.7 7966.2 66.6449834
337 4748.67899 157.845088 0.7 7966.2 66.5987441 2529.90907 293.646532 0.7 7966.2 66.5987441
337.5 4721.69633 158.489671 0.7 7966.2 66.5532828 2548.31414 293.999809 0.7 7966.2 66.5532828
338 4694.68954 159.131381 0.7 7966.2 66.5085734 2566.88366 294.355993 0.7 7966.2 66.5085734
338.5 4667.66197 159.7702 0.7 7966.2 66.4645907 2585.61652 294.715103 0.7 7966.2 66.4645907
339 4640.61696 160.406108 0.7 7966.2 66.4213106 2604.51161 295.077157 0.7 7966.2 66.4213106
339.5 4613.55783 161.039086 0.7 7966.2 66.3787102 2623.56787 295.442173 0.7 7966.2 66.3787102
340 4586.4879 161.669116 0.7 7966.2 66.3367672 2642.78425 295.810168 0.7 7966.2 66.3367672
340.5 4559.4105 162.29618 0.7 7966.2 66.2954603 2662.15973 296.181159 0.7 7966.2 66.2954603
341 4532.32892 162.920258 0.7 7966.2 66.2547691 2681.6933 296.555165 0.7 7966.2 66.2547691
341.5 4505.24645 163.541334 0.7 7966.2 66.2146738 2701.38396 296.932201 0.7 7966.2 66.2146738
342 4478.16637 164.15939 0.7 7966.2 66.1751555 2721.23073 297.312285 0.7 7966.2 66.1751555
342.5 4451.09193 164.774408 0.7 7966.2 66.1361961 2741.23261 297.695432 0.7 7966.2 66.1361961
343 4424.02637 165.386372 0.7 7966.2 66.0977779 2761.38863 298.081659 0.7 7966.2 66.0977779
343.5 4396.97292 165.995266 0.7 7966.2 66.059884 2781.6978 298.470981 0.7 7966.2 66.059884
344 4369.93477 166.601073 0.7 7966.2 66.0224983 2802.15912 298.863414 0.7 7966.2 66.0224983
344.5 4342.91509 167.203777 0.7 7966.2 65.9856049 2822.77161 299.258973 0.7 7966.2 65.9856049
345 4315.91704 167.803364 0.7 7966.2 65.9491887 2843.53426 299.657672 0.7 7966.2 65.9491887
345.5 4288.94374 168.399817 0.7 7966.2 65.9132352 2864.44606 300.059526 0.7 7966.2 65.9132352
346 4261.9983 168.993123 0.7 7966.2 65.8777302 2885.50596 300.464549 0.7 7966.2 65.8777302
346.5 4235.08377 169.583267 0.7 7966.2 65.8426601 2906.71293 300.872754 0.7 7966.2 65.8426601
347 4208.20322 170.170235 0.7 7966.2 65.8080117 2928.0659 301.284155 0.7 7966.2 65.8080117
347.5 4181.35963 170.754013 0.7 7966.2 65.7737723 2949.56379 301.698764 0.7 7966.2 65.7737723
348 4154.556 171.33459 0.7 7966.2 65.7399297 2971.20548 302.116594 0.7 7966.2 65.7399297
348.5 4127.79526 171.911952 0.7 7966.2 65.7064718 2992.98985 302.537657 0.7 7966.2 65.7064718
349 4101.08033 172.486087 0.7 7966.2 65.6733873 3014.91573 302.961965 0.7 7966.2 65.6733873
349.5 4074.41408 173.056983 0.7 7966.2 65.6406648 3036.98195 303.389528 0.7 7966.2 65.6406648
350 4047.79936 173.62463 0.7 7966.2 65.6082938 3059.18728 303.820358 0.7 7966.2 65.6082938
350.5 4021.23895 174.189016 0.7 7966.2 65.5762636 3081.5305 304.254464 0.7 7966.2 65.5762636
351 3994.73563 174.750131 0.7 7966.2 65.5445642 3104.01031 304.691857 0.7 7966.2 65.5445642
351.5 3968.29211 175.307965 0.7 7966.2 65.5131858 3126.62541 305.132546 0.7 7966.2 65.5131858
352 3941.91108 175.862509 0.7 7966.2 65.4821187 3149.37445 305.576539 0.7 7966.2 65.4821187
352.5 3915.59517 176.413754 0.7 7966.2 65.4513537 3172.25607 306.023846 0.7 7966.2 65.4513537
353 3889.347 176.961692 0.7 7966.2 65.4208819 3195.26884 306.474473 0.7 7966.2 65.4208819
353.5 3863.1691 177.506315 0.7 7966.2 65.3906945 3218.41132 306.92843 0.7 7966.2 65.3906945
354 3837.06399 178.047615 0.7 7966.2 65.360783 3241.682 307.385722 0.7 7966.2 65.360783
354.5 3811.03415 178.585586 0.7 7966.2 65.3311392 3265.07936 307.846356 0.7 7966.2 65.3311392
355 3785.08198 179.120221 0.7 7966.2 65.3017551 3288.60183 308.310337 0.7 7966.2 65.3017551
355.5 3759.20987 179.651514 0.7 7966.2 65.2726228 3312.2478 308.777672 0.7 7966.2 65.2726228
356 3733.42014 180.179461 0.7 7966.2 65.2437348 3336.01562 309.248366 0.7 7966.2 65.2437348
356.5 3707.71508 180.704056 0.7 7966.2 65.2150837 3359.90358 309.722422 0.7 7966.2 65.2150837
357 3682.09692 181.225296 0.7 7966.2 65.1866623 3383.90995 310.199844 0.7 7966.2 65.1866623
357.5 3656.56784 181.743177 0.7 7966.2 65.1584636 3408.03294 310.680637 0.7 7966.2 65.1584636
358 3631.12998 182.257694 0.7 7966.2 65.1304807 3432.27073 311.164802 0.7 7966.2 65.1304807
358.5 3605.78544 182.768847 0.7 7966.2 65.102707 3456.62145 311.652341 0.7 7966.2 65.102707
359 3580.53624 183.276633 0.7 7966.2 65.0751359 3481.08318 312.143258 0.7 7966.2 65.0751359
359.5 3555.38437 183.78105 0.7 7966.2 65.0477612 3505.65396 312.637553 0.7 7966.2 65.0477612
